Sample Number (10000 samples per second),temperature (),setpoint (),control signal ()
995,29.0,29.0,86.0
996,29.0,29.0,86.0
997,29.0,29.0,70.0
998,29.0,29.0,70.0
999,29.0,29.0,84.0
1000,29.0,29.0,69.0
1001,29.0,29.0,84.0
1002,29.0,29.0,83.0
1003,29.0,29.0,83.0
1004,29.0,29.0,68.0
1005,29.0,29.0,67.0
1006,29.0,29.0,67.0
1007,29.0,29.0,66.0
1008,29.0,29.0,81.0
1009,29.0,29.0,66.0
1010,29.0,29.0,65.0
1011,29.0,29.0,80.0
1012,29.0,29.0,65.0
1013,29.0,29.0,64.0
1014,29.0,29.0,64.0
1015,29.0,29.0,78.0
1016,29.0,29.0,78.0
1017,29.0,29.0,78.0
1018,29.0,29.0,62.0
1019,29.0,29.0,77.0
1020,29.0,29.0,62.0
1021,29.0,29.0,76.0
1022,29.0,29.0,76.0
1023,29.0,29.0,61.0
1024,29.0,29.0,75.0
1025,29.0,29.0,75.0
1026,29.0,29.0,90.0
1027,29.0,29.0,90.0
1028,29.0,29.0,90.0
1029,29.0,29.0,89.0
1030,29.0,29.0,89.0
1031,29.0,29.0,89.0
1032,29.0,29.0,89.0
1033,29.0,29.0,73.0
1034,29.0,29.0,99.0
1035,29.0,29.0,88.0
1036,29.0,29.0,88.0
1037,29.0,29.0,99.0
1038,29.0,29.0,72.0
1039,29.0,29.0,87.0
1040,29.0,29.0,72.0
1041,29.0,29.0,87.0
1042,29.0,29.0,87.0
1043,29.0,29.0,71.0
1044,29.0,29.0,86.0
1045,29.0,29.0,86.0
1046,29.0,29.0,86.0
1047,29.0,29.0,85.0
1048,29.0,29.0,85.0
1049,29.0,29.0,99.0
1050,29.0,29.0,99.0
1051,29.0,29.0,99.0
1052,29.0,29.0,99.0
1053,29.0,29.0,85.0
1054,29.0,29.0,99.0
1055,29.0,29.0,99.0
1056,29.0,29.0,99.0
1057,29.0,29.0,99.0
1058,29.0,29.0,99.0
1059,29.0,29.0,99.0
1060,29.0,29.0,84.0
1061,29.0,29.0,84.0
1062,29.0,29.0,83.0
1063,29.0,29.0,83.0
1064,29.0,29.0,68.0
1065,29.0,29.0,83.0
1066,29.0,29.0,82.0
1067,29.0,29.0,67.0
1068,29.0,29.0,67.0
1069,29.0,29.0,66.0
1070,29.0,29.0,81.0
1071,29.0,29.0,66.0
1072,29.0,29.0,66.0
1073,29.0,29.0,80.0
1074,29.0,29.0,65.0
1075,29.0,29.0,80.0
1076,29.0,29.0,80.0
1077,29.0,29.0,80.0
1078,29.0,29.0,79.0
1079,29.0,29.0,79.0
1080,29.0,29.0,79.0
1081,29.0,29.0,64.0
1082,29.0,29.0,63.0
1083,29.0,29.0,78.0
1084,29.0,29.0,78.0
1085,29.0,29.0,78.0
1086,29.0,29.0,78.0
1087,29.0,29.0,92.0
1088,29.0,29.0,77.0
1089,29.0,29.0,92.0
1090,29.0,29.0,92.0
1091,29.0,29.0,77.0
1092,29.0,29.0,92.0
1093,29.0,29.0,76.0
1094,29.0,29.0,91.0
1095,29.0,29.0,91.0
1096,29.0,29.0,91.0
1097,29.0,29.0,91.0
1098,29.0,29.0,91.0
1099,29.0,29.0,91.0
1100,29.0,29.0,91.0
1101,29.0,29.0,76.0
1102,29.0,29.0,91.0
1103,29.0,29.0,90.0
1104,29.0,29.0,90.0
1105,29.0,29.0,90.0
1106,29.0,29.0,90.0
1107,29.0,29.0,90.0
1108,29.0,29.0,90.0
1109,29.0,29.0,90.0
1110,29.0,29.0,90.0
1111,29.0,29.0,90.0
